Entry_Date,Exit_Date,Holding_Days,Asset_Y,Asset_X,Hedge_Ratio,Entry_Value,Exit_Value,PnL,Return_%,Year
2018-03-19,2018-04-06,18,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-741.3781913955427,-713.5678250335602,27.81036636198246,0.03751171356906691,2018
2018-05-07,2018-06-15,39,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,674.4267808410202,667.2632105407802,-7.163570300240053,-0.010621716847167567,2018
2018-07-12,2018-07-13,1,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,599.6866692045735,574.0375506554633,-25.6491185491102,-0.0427708666312881,2018
2018-07-16,2018-07-23,7,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,577.3242333855698,547.4554550341398,-29.86877835142991,-0.05173657474288257,2018
2018-07-25,2018-08-08,14,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,597.0062984228132,641.3707288720944,44.36443044928126,0.07431149481418264,2018
2018-09-24,2018-10-12,18,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-685.0952470667378,-582.8303438925631,102.26490317417472,0.1492710737843036,2018
2018-10-29,2019-01-28,91,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,467.3352653201307,418.0936351920101,-49.24163012812062,-0.10536681860374793,2018
2019-02-27,2019-03-28,29,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-468.3890245581497,-462.23732060990244,6.1517039482472455,0.013133749139511534,2019
2019-05-31,2019-06-06,6,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,484.36936242617344,458.3593730597962,-26.009989366377226,-0.05369866755422958,2019
2019-06-10,2019-06-25,15,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,470.2595044483084,510.6960768820346,40.43657243372621,0.08598778344983149,2019
2019-07-30,2019-10-29,91,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,402.1458306960575,336.8073763536876,-65.33845434236991,-0.16247452877797663,2019
2019-11-19,2020-01-01,43,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-442.2239075265441,-385.20543386077793,57.01847366576618,0.1289357556100553,2019
2020-03-19,2020-03-20,1,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,243.76349579988747,284.2795723960231,40.51607659613566,0.166210598773971,2020
2020-03-27,2020-04-08,12,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,220.24220918442916,272.74733878341794,52.50512959898879,0.23839721638017802,2020
2020-04-29,2020-06-05,37,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,226.2991096568989,300.45765476914596,74.15854511224705,0.327701444449701,2020
2020-07-17,2020-08-13,27,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-292.4836285194875,-298.8815382865507,-6.397909767063197,-0.021874420115233627,2020
2020-09-10,2020-11-26,77,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-391.07499579565695,-490.78844205909763,-99.71344626344069,-0.25497269663218913,2020
2020-12-07,2021-03-08,91,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,492.3272966057759,635.4273186382266,143.10002203245062,0.29066034530081303,2020
2021-04-06,2021-05-07,31,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,640.2894214321486,723.3781425259219,83.0887210937733,0.12976744314770505,2021
2021-06-16,2021-06-17,1,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-802.4980002416837,-849.4022627148024,-46.904262473118706,-0.05844782474098729,2021
2021-06-18,2021-08-24,67,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-826.188042487621,-808.4840899960309,17.703952491590144,0.02142847824120549,2021
2021-11-04,2021-12-06,32,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1128.4241354143655,-985.5252069541143,142.89892846025123,0.12663583131158188,2021
2022-03-02,2022-05-31,90,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,883.9694640237808,732.8763477139569,-151.09311630982393,-0.1709257191103144,2022
2022-06-07,2022-06-20,13,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,634.1453037907504,693.0849693795547,58.939665588804246,0.09294347089930138,2022
2022-09-19,2022-11-30,72,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,849.6287599826112,937.6602390932007,88.03147911058954,0.10361169872873797,2022
2023-01-25,2023-01-27,2,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-932.6219630604373,-1031.3045592542599,-98.68259619382252,-0.10581200111349674,2023
2023-02-07,2023-03-03,24,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1113.2358337090232,-963.2380437406264,149.99778996839677,0.13474035368466508,2023
2023-08-10,2023-08-18,8,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,1081.6764663661763,1018.6104551341593,-63.06601123201699,-0.05830395057394867,2023
2023-08-23,2023-09-15,23,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,1035.6271230650489,1196.5326373426735,160.90551427762466,0.15537012375787113,2023
2023-12-15,2024-03-13,89,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,1125.4387875137236,1026.511073002367,-98.9277145113565,-0.08790146173112073,2023
2024-04-29,2024-05-03,4,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1165.6850849236862,-1260.7621699437695,-95.07708502008336,-0.08156326802989657,2024
2024-05-08,2024-05-24,16,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1195.7444032039452,-1124.056781318844,71.68762188510118,0.05995229556836504,2024
2024-10-07,2024-11-07,31,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1478.8445633769093,-1316.9288361691533,161.91572720775594,0.10948799570796332,2024
2024-11-27,2025-01-14,48,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1530.8653609480557,-1289.7726772212468,241.0926837268089,0.1574878430703414,2024
2025-05-05,2025-06-25,51,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,1522.8661479533598,1550.060145363428,27.193997410068278,0.017857115969525862,2025
2025-08-14,2025-09-10,27,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,-1583.7827529062674,-1516.78388772693,66.99886517933737,0.04230306527608875,2025
2025-11-06,2025-12-23,47,ADANIPORTS.NS,GRASIM.NS,1.0431056832435828,1379.6897083636622,1458.1805377896476,78.49082942598534,0.05689020433375337,2025
