Entry_Date,Exit_Date,Holding_Days,Asset_Y,Asset_X,Hedge_Ratio,Entry_Value,Exit_Value,PnL,Return_%,Year
2018-02-26,2018-03-20,22,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,90.50391725673626,104.41348273817252,13.90956548143626,0.1536902037287338,2018
2018-04-16,2018-07-16,91,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,90.27740357965237,19.062895197286537,-71.21450838236584,-0.7888409010293786,2018
2018-09-11,2018-09-28,17,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-68.59182486715585,-6.200016246402441,62.39180862075341,0.9096099825538944,2018
2018-10-04,2018-10-12,8,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-44.106358902846665,-19.776994239300194,24.32936466354647,0.5516067358254828,2018
2018-11-30,2018-12-07,7,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,15.103996591828775,1.9686465063709875,-13.135350085457787,-0.8696605567670731,2018
2018-12-13,2019-01-08,26,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,8.860045075236428,34.863570103730865,26.003525028494437,2.9349201733943255,2018
2019-02-08,2019-03-08,28,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,4.881788631692416,21.3055379324272,16.423749300734784,3.364289308658783,2019
2019-05-17,2019-06-26,40,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-2.3088374459471765,31.751855111449913,34.06069255739709,14.752312951778224,2019
2019-08-05,2019-10-18,74,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-71.06532028760853,-102.22358346141453,-31.158263173806006,-0.438445405546691,2019
2020-02-04,2020-02-28,24,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,79.11274645371316,84.9318627755797,5.819116321866545,0.07355472515760986,2020
2020-03-16,2020-03-18,2,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-59.33839287528514,-39.567483585667446,19.77090928961769,0.3331891601980413,2020
2020-03-20,2020-03-23,3,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-38.61696621713082,-28.126861513138266,10.490104703992557,0.2716449719278843,2020
2020-03-24,2020-04-03,10,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-20.470041894079287,-70.43876672527819,-49.9687248311989,-2.4410660754754856,2020
2020-04-15,2020-06-04,50,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-87.12111935977285,-98.1151580587632,-10.994038698990352,-0.12619257855939256,2020
2020-08-26,2020-09-08,13,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,98.06808521563596,117.85188109104581,19.78379587540985,0.20173531309302575,2020
2020-10-21,2020-10-27,6,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,82.0576783027418,38.359079764205944,-43.69859853853586,-0.5325351562752629,2020
2020-11-10,2021-01-13,64,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,30.594481571583003,49.35026218908331,18.755780617500307,0.613044564053708,2020
2021-01-28,2021-02-02,5,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-56.34485554946741,-25.473616462380562,30.87123908708685,0.5478980962154344,2021
2021-04-19,2021-07-19,91,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-77.35288366159483,-133.38289141082907,-56.030007749234244,-0.7243428440800682,2021
2021-08-02,2021-11-01,91,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-176.71558829912516,-120.35276863590673,56.36281966321843,0.31894650724198426,2021
2021-12-14,2022-02-02,50,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-178.96978905375028,-173.09022741000763,5.8795616437426474,0.03285225777394658,2021
2022-04-18,2022-04-29,11,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-190.95026639730406,-151.67686656906005,39.27339982824401,0.20567344874255955,2022
2022-05-24,2022-05-31,7,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,118.60864799205416,172.07604364909167,53.467395657037514,0.45078834100376397,2022
2022-09-05,2022-09-23,18,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,208.5534817590492,214.1636848138583,5.610203054809119,0.026900548518728775,2022
2022-11-16,2022-12-08,22,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,185.26128713492676,204.49580376222025,19.234516627293488,0.10382372337338286,2022
2023-01-06,2023-02-01,26,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-227.48022329662774,-162.43770862887072,65.04251466775702,0.2859260190849357,2023
2023-04-20,2023-07-19,90,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,144.82923354180951,224.05263622367715,79.22340268186764,0.5470125108339906,2023
2023-10-26,2023-12-04,39,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-263.7583408542025,-307.49610641690913,-43.73776556270661,-0.16582514668942167,2023
2023-12-21,2023-12-26,5,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,277.51285146666,266.8021809575099,-10.710670509150077,-0.038595223437559764,2023
2023-12-29,2024-01-09,11,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,279.7594653388286,303.73574604164605,23.976280702817462,0.08570319747279603,2023
2024-02-08,2024-03-27,48,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-327.5545354167084,-329.07236278965667,-1.5178273729482612,-0.0046338157736613575,2024
2024-04-26,2024-05-03,7,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-332.71752630837386,-357.9828451222708,-25.265318813896954,-0.07593624265672197,2024
2024-09-03,2024-09-17,14,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-534.482415118689,-471.34952479055585,63.13289032813316,0.11811967717237928,2024
2024-10-10,2024-10-29,19,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,426.36699751287136,415.7327509956965,-10.634246517174859,-0.024941532949800664,2024
2024-11-25,2025-01-10,46,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,332.88613120768207,331.98223953979664,-0.9038916678854321,-0.002715317891454929,2024
2025-01-20,2025-04-21,91,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,309.04455019354555,305.86200378912383,-3.182546404421714,-0.010298018206205477,2025
2025-04-22,2025-05-02,10,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,295.9919668106354,379.66099562848603,83.66902881785063,0.2826733094124103,2025
2025-08-04,2025-09-17,44,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,-448.16868443183967,-424.7824243383741,23.38626009346558,0.05218182551757989,2025
2025-10-16,2025-10-31,15,KOTAKBANK.NS,SBILIFE.NS,0.4627729611402261,408.43231559651144,484.60505506419787,76.17273946768643,0.186500275710155,2025
