Entry_Date,Exit_Date,Holding_Days,Asset_Y,Asset_X,Hedge_Ratio,Entry_Value,Exit_Value,PnL,Return_%,Year
10-05-2018,08-06-2018,29,ADANIPORTS.NS,CIPLA.NS,1.223573698,271.9011328,282.5403131,10.63918029,0.039128856,2018
18-06-2018,17-09-2018,91,ADANIPORTS.NS,CIPLA.NS,1.223573698,-346.1055023,-405.6043055,-59.49880316,-0.17190944,2018
24-09-2018,25-09-2018,1,ADANIPORTS.NS,CIPLA.NS,1.223573698,-416.7618806,-443.0703296,-26.30844904,-0.063125853,2018
01-10-2018,31-12-2018,91,ADANIPORTS.NS,CIPLA.NS,1.223573698,-441.550372,-230.3765229,211.1738492,0.478255399,2018
07-02-2019,13-03-2019,34,ADANIPORTS.NS,CIPLA.NS,1.223573698,-299.0292858,-265.5190223,33.51026349,0.112063484,2019
06-06-2019,26-07-2019,50,ADANIPORTS.NS,CIPLA.NS,1.223573698,240.0679274,250.6005165,10.53258914,0.043873371,2019
09-08-2019,26-08-2019,17,ADANIPORTS.NS,CIPLA.NS,1.223573698,203.5120055,190.6412218,-12.87078374,-0.063243363,2019
29-08-2019,23-09-2019,25,ADANIPORTS.NS,CIPLA.NS,1.223573698,190.9868744,129.0108147,-61.97605969,-0.324504288,2019
04-10-2019,01-11-2019,28,ADANIPORTS.NS,CIPLA.NS,1.223573698,109.0771987,173.0417677,63.96456905,0.586415583,2019
28-02-2020,28-05-2020,90,ADANIPORTS.NS,CIPLA.NS,1.223573698,140.4338484,418.4550641,278.0212157,1.979730805,2020
17-07-2020,31-08-2020,45,ADANIPORTS.NS,CIPLA.NS,1.223573698,-508.3011262,-495.618612,12.68251418,0.024950789,2020
10-11-2020,08-02-2021,90,ADANIPORTS.NS,CIPLA.NS,1.223573698,489.360198,433.5166502,-55.84354775,-0.114115427,2020
12-02-2021,18-02-2021,6,ADANIPORTS.NS,CIPLA.NS,1.223573698,401.5105368,328.2255498,-73.28498697,-0.182523197,2021
26-02-2021,12-04-2021,45,ADANIPORTS.NS,CIPLA.NS,1.223573698,271.4664024,340.6748535,69.2084511,0.254942971,2021
16-06-2021,11-08-2021,56,ADANIPORTS.NS,CIPLA.NS,1.223573698,-441.567455,-394.7836962,46.78375884,0.105949291,2021
13-10-2021,14-10-2021,1,ADANIPORTS.NS,CIPLA.NS,1.223573698,340.6048259,285.4664797,-55.13834618,-0.161883632,2021
29-11-2021,02-12-2021,3,ADANIPORTS.NS,CIPLA.NS,1.223573698,-456.7667652,-369.2415977,87.52516752,0.191618949,2021
07-03-2022,01-04-2022,25,ADANIPORTS.NS,CIPLA.NS,1.223573698,-452.7459303,-434.560673,18.18525729,0.040166584,2022
27-04-2022,12-05-2022,15,ADANIPORTS.NS,CIPLA.NS,1.223573698,291.3285454,393.8690356,102.5404902,0.35197543,2022
02-09-2022,15-09-2022,13,ADANIPORTS.NS,CIPLA.NS,1.223573698,370.8154341,277.1245422,-93.69089183,-0.252661791,2022
16-09-2022,26-09-2022,10,ADANIPORTS.NS,CIPLA.NS,1.223573698,319.143892,419.1451324,100.0012405,0.313342172,2022
29-09-2022,09-11-2022,41,ADANIPORTS.NS,CIPLA.NS,1.223573698,-525.1852061,-468.0895843,57.09562176,0.108715213,2022
25-01-2023,27-01-2023,2,ADANIPORTS.NS,CIPLA.NS,1.223573698,-530.8343079,-659.4983591,-128.6640512,-0.242380813,2023
06-02-2023,28-02-2023,22,ADANIPORTS.NS,CIPLA.NS,1.223573698,-689.4097473,-496.2028181,193.2069291,0.280249779,2023
26-06-2023,27-07-2023,31,ADANIPORTS.NS,CIPLA.NS,1.223573698,-503.8637324,-669.2946899,-165.4309575,-0.328324797,2023
31-07-2023,12-09-2023,43,ADANIPORTS.NS,CIPLA.NS,1.223573698,-639.7665195,-637.3921342,2.374385325,0.003711331,2023
22-11-2023,23-01-2024,62,ADANIPORTS.NS,CIPLA.NS,1.223573698,-741.6888664,-564.6913272,176.9975392,0.238641224,2023
13-03-2024,20-03-2024,7,ADANIPORTS.NS,CIPLA.NS,1.223573698,-567.6288752,-467.46002,100.1688552,0.176468921,2024
12-04-2024,06-05-2024,24,ADANIPORTS.NS,CIPLA.NS,1.223573698,344.8289865,430.5180788,85.68909234,0.248497359,2024
30-08-2024,18-10-2024,49,ADANIPORTS.NS,CIPLA.NS,1.223573698,-528.7649876,-479.7573061,49.00768149,0.092683295,2024
29-11-2024,05-12-2024,6,ADANIPORTS.NS,CIPLA.NS,1.223573698,-672.7141764,-542.9760894,129.738087,0.192857668,2024
28-03-2025,25-04-2025,28,ADANIPORTS.NS,CIPLA.NS,1.223573698,568.764109,660.0934257,91.32931669,0.160575035,2025
09-05-2025,24-07-2025,76,ADANIPORTS.NS,CIPLA.NS,1.223573698,491.773463,408.9553592,-82.81810375,-0.168407021,2025
29-07-2025,16-09-2025,49,ADANIPORTS.NS,CIPLA.NS,1.223573698,-530.0049759,-499.3514437,30.65353222,0.05783631,2025
