Entry_Date,Exit_Date,Holding_Days,Asset_Y,Asset_X,Hedge_Ratio,Entry_Value,Exit_Value,PnL,Return_%,Year
2018-03-23,2018-05-09,47,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,486.1842031521866,536.9859515103635,50.801748358176894,0.10449074245687658,2018
2018-07-12,2018-09-04,54,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,452.1861690562765,589.1133826918561,136.92721363557962,0.3028115917860779,2018
2018-10-23,2018-10-31,8,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-624.1385599897383,-566.2436132678555,57.894946721882775,0.0927597659129323,2018
2018-11-15,2019-01-30,76,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-720.0346502292795,-760.9073412494215,-40.87269102014204,-0.056764894588235464,2018
2019-02-14,2019-05-15,90,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,573.2757440968014,574.0687637237768,0.7930196269753651,0.0013833127166836114,2019
2019-06-04,2019-08-09,66,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-735.8574619415621,-761.6190126096175,-25.761550668055406,-0.03500888691144543,2019
2019-09-23,2019-10-11,18,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-904.0842968825705,-857.4602582994969,46.62403858307357,0.05157045503814282,2019
2019-10-29,2019-11-26,28,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,808.8628347387435,851.5386748702814,42.67584013153794,0.05276029296774639,2019
2020-01-22,2020-02-28,37,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-986.2771042337955,-1146.7625087861065,-160.48540455231102,-0.16271837180787702,2020
2020-03-02,2020-03-24,22,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-1123.3457929129236,-672.4060214160792,450.9397714968444,0.4014256111891622,2020
2020-05-11,2020-06-25,45,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,728.0660719776752,835.7683710683914,107.70229909071622,0.147929292733227,2020
2020-07-28,2020-08-07,10,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,820.9495693211293,986.5870026207989,165.63743329966962,0.20176322576871655,2020
2020-09-16,2020-09-28,12,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,825.5170644502412,1145.912491680006,320.3954272297649,0.3881148446557364,2020
2020-11-17,2020-12-15,28,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-1408.0664943725556,-1379.3497708445857,28.71672352796986,0.02039443708286393,2020
2021-01-11,2021-01-27,16,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,1391.398273051645,1543.1889896632827,151.79071661163766,0.10909221288504761,2021
2021-02-15,2021-03-30,43,APOLLOHOSP.NS,HCLTECH.NS,1.3148224027743984,-2028.6679897995853,-1821.3005594675803,207.36743033200491,0.10221851548635665,2021
