Asset_Y,Asset_X,Hedge_Ratio,Half_Life,ADF_p_value
DRREDDY.NS,NESTLEIND.NS,0.9617629028307052,57.29809608276957,0.0072164993601601
ADANIPORTS.NS,SUNPHARMA.NS,0.963469844617922,57.58609885001015,0.0160807278433978
INFY.NS,KOTAKBANK.NS,2.01915317097201,58.44876681754808,0.0207343614548235
RELIANCE.NS,TATACONSUM.NS,0.6476690475516277,58.67956976349144,0.0045952007553565
HINDUNILVR.NS,TCS.NS,0.5616307765890899,58.88499915714852,0.0091605521137308
BEL.NS,SUNPHARMA.NS,1.7236714435176332,58.95013012437112,0.0088753409215385
HINDALCO.NS,TECHM.NS,1.1610182337915018,59.10681013164553,0.0020489841253197
RELIANCE.NS,TCS.NS,1.108392500658424,59.17465843105144,0.0113656219226518
SBILIFE.NS,TITAN.NS,0.624641780672912,59.48632037603354,0.0433548841546016
LT.NS,SBIN.NS,0.9525587638930124,59.52663818827482,0.0069601904029423
BEL.NS,POWERGRID.NS,1.6876815338400866,59.616411998995865,0.0199461964834128
AXISBANK.NS,INDIGO.NS,0.5070843164861466,59.82790263983031,0.0098578133125349
