Asset_Y,Asset_X,Hedge_Ratio,ADF_p_value
HINDUNILVR.NS,JSWSTEEL.NS,0.2814810959431853,0.02599622126199475
ASIANPAINT.NS,HINDUNILVR.NS,1.5254618288958224,0.02616622624747755
INFY.NS,RELIANCE.NS,1.0580515416263139,0.02662739815359908
HDFCLIFE.NS,ULTRACEMCO.NS,0.36162173379088053,0.027010946093048886
TECHM.NS,TITAN.NS,0.7507862561589511,0.027066681738604992
AXISBANK.NS,COALINDIA.NS,0.4747731010356933,0.027479854694455397
BAJFINANCE.NS,BEL.NS,0.43294512768166643,0.027801308428191097
ADANIPORTS.NS,INDIGO.NS,0.9220229558587678,0.028321216465763025
NESTLEIND.NS,SBILIFE.NS,0.9325557375217612,0.02837812910379022
BAJFINANCE.NS,ICICIBANK.NS,0.9124892563822691,0.028381306362586598
DRREDDY.NS,TATACONSUM.NS,0.5828477444191891,0.028486711190669346
HDFCBANK.NS,SUNPHARMA.NS,0.3864595456425134,0.028580433927724715
HINDUNILVR.NS,ULTRACEMCO.NS,0.3989916521910602,0.028582443625797694
HINDUNILVR.NS,POWERGRID.NS,0.2876990139272977,0.028759481323402895
BAJAJFINSV.NS,ICICIBANK.NS,0.8534518924626051,0.02884457762352372
HCLTECH.NS,SBILIFE.NS,1.3964708955428076,0.029416943537835357
AXISBANK.NS,HINDALCO.NS,0.4997633599703176,0.029565661350683954
LT.NS,POWERGRID.NS,0.870648018953758,0.029641477784540494
BEL.NS,M&M.NS,1.4198713542204529,0.02967234996760694
BEL.NS,ULTRACEMCO.NS,2.1246815133844503,0.03003033600352147
CIPLA.NS,TECHM.NS,0.8755452279814596,0.03024760784109271
HDFCBANK.NS,INFY.NS,0.47667548288718226,0.030372064758118725
SBIN.NS,ULTRACEMCO.NS,1.1224137065272233,0.030545666114808353
ADANIPORTS.NS,TITAN.NS,0.9340595343149236,0.0308773537504158
HINDUNILVR.NS,MARUTI.NS,0.3546416850048875,0.03089647646341958
ICICIBANK.NS,TECHM.NS,1.1538971353910672,0.030921597631764636
POWERGRID.NS,TRENT.NS,0.5316338964602683,0.03122178318852339
ADANIENT.NS,HINDUNILVR.NS,5.525275750495622,0.031389404624054866
GRASIM.NS,HCLTECH.NS,0.8574521623135438,0.03151436588680146
SBIN.NS,TITAN.NS,0.861704210166157,0.031662811800948765
BAJAJFINSV.NS,SBIN.NS,0.867356322820519,0.031765544736743964
AXISBANK.NS,BAJAJ-AUTO.NS,0.5161618068001308,0.03219149171276437
BAJAJFINSV.NS,GRASIM.NS,0.8443648604679105,0.03232065352893562
JSWSTEEL.NS,TECHM.NS,1.2744384547005587,0.03233497889427946
TCS.NS,ULTRACEMCO.NS,0.7245283847139745,0.032369051196870585
BAJFINANCE.NS,TITAN.NS,0.8841518718856893,0.03248776693414836
KOTAKBANK.NS,SUNPHARMA.NS,0.25496652946470677,0.0326173204108644
BAJFINANCE.NS,SBIN.NS,0.8761447127524021,0.033112306805120215
AXISBANK.NS,GRASIM.NS,0.5413784562624583,0.03338366665274688
TCS.NS,WIPRO.NS,0.8414740407207976,0.033850049051195305
ASIANPAINT.NS,KOTAKBANK.NS,1.5659641808373566,0.03408810108765909
BAJAJ-AUTO.NS,BEL.NS,0.528908381122271,0.034137431938822606
MARUTI.NS,NTPC.NS,0.46564021675336087,0.03430300944466882
HCLTECH.NS,TATACONSUM.NS,0.8449595646620661,0.034357937400630326
ADANIPORTS.NS,ICICIBANK.NS,0.967278842377201,0.034513255740473266
HCLTECH.NS,SUNPHARMA.NS,0.9367971365901443,0.03470416302445287
HCLTECH.NS,TATASTEEL.NS,0.8115399259853201,0.03474625380265773
HINDUNILVR.NS,TITAN.NS,0.3403728767443995,0.034834679396513524
ICICIBANK.NS,SBILIFE.NS,1.4277356473541325,0.035419162449513604
HINDUNILVR.NS,WIPRO.NS,0.4406316353469765,0.03548520786197975
APOLLOHOSP.NS,TATASTEEL.NS,1.1040592713657953,0.035502744180586625
HDFCLIFE.NS,WIPRO.NS,0.3960012834245015,0.03552592184837554
LT.NS,ONGC.NS,0.9745069287238826,0.035839053131264134
HINDUNILVR.NS,TRENT.NS,0.17046478140458438,0.035991374698812285
GRASIM.NS,HDFCBANK.NS,1.8073777043106554,0.03610641722430842
APOLLOHOSP.NS,HINDALCO.NS,1.2245435523983357,0.036597280638320115
ADANIPORTS.NS,BAJAJ-AUTO.NS,0.9710971492698953,0.036942500807861926
APOLLOHOSP.NS,GRASIM.NS,1.2970479487222564,0.03790863656555972
BAJAJ-AUTO.NS,TRENT.NS,0.5007000148181195,0.037984032553735725
BAJFINANCE.NS,NESTLEIND.NS,1.27691693694977,0.03822343186286649
BAJFINANCE.NS,SBILIFE.NS,1.3138697959830512,0.03840279355453749
ADANIPORTS.NS,SBILIFE.NS,1.4114482283491394,0.038636196944001534
SBILIFE.NS,ULTRACEMCO.NS,0.7918052468835555,0.038793519661280224
KOTAKBANK.NS,POWERGRID.NS,0.2557447270322897,0.03882639021540673
HDFCLIFE.NS,INDIGO.NS,0.27094869368639046,0.03896364943316996
DRREDDY.NS,TCS.NS,0.974367112765108,0.039024322693468935
JSWSTEEL.NS,SBIN.NS,1.1013346999791596,0.039398436047417044
INDIGO.NS,LT.NS,1.0426152453500082,0.03946172171999633
JSWSTEEL.NS,ULTRACEMCO.NS,1.316241589980396,0.03975765880903803
BAJAJFINSV.NS,BEL.NS,0.424494651208246,0.039920643730710956
ADANIPORTS.NS,HDFCBANK.NS,2.01283495576089,0.04002927913343896
KOTAKBANK.NS,TRENT.NS,0.1458477837032118,0.040680270578733954
ICICIBANK.NS,ULTRACEMCO.NS,1.2033061868105925,0.041037504618612934
APOLLOHOSP.NS,SBILIFE.NS,1.8852207824907783,0.041240311712026745
HINDUNILVR.NS,M&M.NS,0.20435386672801165,0.041259636629408174
HINDUNILVR.NS,NTPC.NS,0.22730312113144455,0.0412618211767339
AXISBANK.NS,M&M.NS,0.4146915041133149,0.04135749056129342
HCLTECH.NS,SBIN.NS,0.952642619447998,0.041869519580373805
MARUTI.NS,ONGC.NS,0.5457671491193463,0.04232245513351626
HDFCLIFE.NS,TRENT.NS,0.14663384576906904,0.042385182124472995
HDFCLIFE.NS,HINDALCO.NS,0.25092027272630085,0.042427427767183765
BAJFINANCE.NS,RELIANCE.NS,1.1717844350336786,0.04253948975792369
AXISBANK.NS,SHRIRAMFIN.NS,0.5300284269648573,0.04257987658700557
INDIGO.NS,SBIN.NS,1.0004236311412966,0.042608811059898326
INFY.NS,ULTRACEMCO.NS,0.9460244221325995,0.04277641456244678
HINDALCO.NS,TITAN.NS,0.9146269285441158,0.0428021740437461
INDIGO.NS,SBILIFE.NS,1.4022039289097727,0.04297013177175965
HINDUNILVR.NS,ONGC.NS,0.19370429662818844,0.042987380512185605
HDFCLIFE.NS,TATASTEEL.NS,0.2197097418965549,0.04309484385642967
AXISBANK.NS,EICHERMOT.NS,0.6346815822187477,0.04310429258950379
BAJAJFINSV.NS,HINDUNILVR.NS,1.8166354336082804,0.04311030084998008
SBILIFE.NS,TITAN.NS,0.624641780672912,0.04335488415460161
BAJFINANCE.NS,HINDALCO.NS,0.8145908231631414,0.04366911427810182
CIPLA.NS,GRASIM.NS,0.7818676811039543,0.04368432006870854
INDIGO.NS,TRENT.NS,0.511372938933152,0.04410950521052861
NESTLEIND.NS,ULTRACEMCO.NS,0.7388695660365666,0.04414270664504796
ADANIPORTS.NS,AXISBANK.NS,1.5546711795356938,0.04440222159622063
INFY.NS,SBIN.NS,0.7412768891451719,0.044545829447300615
AXISBANK.NS,SUNPHARMA.NS,0.49001140230846574,0.04483879519839859
LT.NS,SUNPHARMA.NS,0.8742309979932782,0.045199632450012864
BAJFINANCE.NS,BHARTIARTL.NS,0.7119549771927149,0.045928929548095236
HDFCLIFE.NS,SUNPHARMA.NS,0.24662231076787314,0.04604836917745868
SUNPHARMA.NS,TRENT.NS,0.5065149136213999,0.04606095249471979
KOTAKBANK.NS,MARUTI.NS,0.36394196305401316,0.046959104355471036
HDFCLIFE.NS,HINDUNILVR.NS,0.7280754448324973,0.047266271462326516
NESTLEIND.NS,ONGC.NS,0.4281653108892764,0.04747083460158969
CIPLA.NS,SBIN.NS,0.745600515222537,0.04784707857361407
NESTLEIND.NS,SBIN.NS,0.5643569490391283,0.04837840674466837
BAJAJFINSV.NS,DRREDDY.NS,1.033197835961083,0.048853353203572834
ADANIPORTS.NS,EICHERMOT.NS,1.200956677001417,0.0489844850468388
ASIANPAINT.NS,TCS.NS,0.9465808429973468,0.04921521343020559
CIPLA.NS,POWERGRID.NS,0.717247635011356,0.04941152559267694
ONGC.NS,SHRIRAMFIN.NS,0.8452264256259425,0.04947508971691038
HDFCLIFE.NS,NESTLEIND.NS,0.4481186809065023,0.0494984134332489
AXISBANK.NS,TECHM.NS,0.5987137953701118,0.049694235225410555
