Date,Asset_Y,Asset_X,Hedge_Ratio,Z_Score,Signal
2026-01-16,EICHERMOT.NS,MARUTI.NS,1.35,2.2196308448820528,SHORT
2026-01-27,EICHERMOT.NS,MARUTI.NS,1.35,3.2383071828968637,EXIT
